,timestamp,sensor_id,range_sc,azimuth_sc,rcs,vr,vr_compensated,x_cc,y_cc,x_seq,y_seq,uuid,track_id,label_id
730559,158283843567,2,17.84988,0.43205455,-7.545686,0.56536937,8.795838,21.709728,-0.77373976,3224.9705,-2667.2593,b'cc6d83e79da3de6ad346b738453dd322',b'f99cd724d1b311e69736bcaec523183d',0
730881,158283871874,3,16.3078,-0.53056383,12.46508,0.67738205,8.918702,20.09494,-0.83983094,3226.3396,-2667.4797,b'a4be77e7062cd4d4252f3874a61231ad',b'f99cd724d1b311e69736bcaec523183d',0
730882,158283871874,3,18.169744,-0.524355,-7.460499,0.6438725,8.889135,21.95887,-0.9033001,3224.5347,-2667.0098,b'5a3ae72b384c87139c066ddca16bd801',b'f99cd724d1b311e69736bcaec523183d',0
731172,158283915459,2,19.215652,0.37388453,-9.197636,0.63473874,8.847585,23.038374,-1.8963826,3223.3499,-2665.6958,b'633cf8fc6c717ca645b3d2f156c2baa2',b'f99cd724d1b311e69736bcaec523183d',0
731187,158283915459,2,16.372631,0.41412178,15.368248,0.6335707,8.854893,20.228647,-1.0612144,3225.9067,-2667.1292,b'd49cd2a4d6ad0dc7797194ec3e29346c',b'f99cd724d1b311e69736bcaec523183d',0
731188,158283915459,2,17.627224,0.46178627,-3.401651,0.60307634,8.81722,21.48145,-0.24878177,3224.5056,-2667.6458,b'a68ae313b04bcd62eb6fb45b721ba651',b'f99cd724d1b311e69736bcaec523183d',0
731474,158283947060,3,16.459383,-0.525476,5.075424,0.6819964,8.920612,20.253542,-0.7707549,3225.5752,-2667.3337,b'ac1ad61c39f6b245acd77899b31aa742',b'f99cd724d1b311e69736bcaec523183d',0
731475,158283947060,3,17.219908,-0.53480655,-1.393219,0.6975915,8.930221,20.99592,-0.99867254,3224.9016,-2666.9473,b'bbc2b90a2a3708122ba8649743e617ee',b'f99cd724d1b311e69736bcaec523183d',0
731476,158283947060,3,18.479898,-0.52734417,-9.144226,0.6792176,8.916692,22.262857,-0.98568434,3223.6633,-2666.6797,b'7a747f5866d51f655f35ef6d1953fb97',b'f99cd724d1b311e69736bcaec523183d',0
731887,158283989820,2,16.323563,0.39992467,11.877384,0.6489399,8.8574295,20.172832,-1.2917787,3225.4329,-2666.7346,b'37e5dc28fb3d8108014fe6116ca25634',b'f99cd724d1b311e69736bcaec523183d',0
731888,158283989820,2,17.505442,0.42195216,0.9888077,0.64763564,8.857486,21.363668,-0.94915545,3224.1956,-2666.8032,b'aa9bff818c7145b5ad3f7ed7c7da6804',b'f99cd724d1b311e69736bcaec523183d',0
732180,158284021296,3,16.495522,-0.5622307,7.048965,0.6945342,8.905421,20.224276,-1.3767164,3225.1562,-2666.5566,b'3ac0b38293f4eb5c35e116dc8e092a73',b'f99cd724d1b311e69736bcaec523183d',0
732181,158284021296,3,17.660107,-0.5209826,5.3000603,0.68081874,8.922062,21.456375,-0.7989971,3223.826,-2666.8435,b'1fa89b4b695c9ebd733fb4eaf865ac58',b'f99cd724d1b311e69736bcaec523183d',0
732551,158284064677,2,16.481022,0.39993948,11.087158,0.65163934,8.854451,20.330198,-1.2972434,3224.7021,-2666.5015,b'576642b0aef2845d88d2767fe8f6746b',b'f99cd724d1b311e69736bcaec523183d',0
732552,158284064677,2,17.219883,0.42132455,5.940296,0.6490559,8.853138,21.077982,-0.955897,3223.8965,-2666.6653,b'f03f4ba2a66eb9d3659d28bbc3df168e',b'f99cd724d1b311e69736bcaec523183d',0
732553,158284064677,2,18.059877,0.42775765,-4.8371315,0.6443742,8.848104,21.919237,-0.8522071,3223.0535,-2666.5764,b'032481ecf0992e9e718a22e020ee1412',b'f99cd724d1b311e69736bcaec523183d',0
732554,158284064677,2,18.899872,0.4308731,-16.349289,0.66879857,8.872236,22.759605,-0.8004063,3222.2231,-2666.4373,b'669af09e8431babf0a72d2640519c003',b'f99cd724d1b311e69736bcaec523183d',0
732893,158284094098,3,16.578388,-0.55253166,16.341831,0.6837917,8.901104,20.325953,-1.2275381,3224.461,-2666.5015,b'351e749876ecf5170f4e441bf8629a25',b'f99cd724d1b311e69736bcaec523183d',0
732894,158284094098,3,17.480837,-0.51862836,7.9431763,0.67687345,8.917104,21.281197,-0.7427698,3223.4207,-2666.7573,b'2b58bdbe254b7407d60e8d6c0810e084',b'f99cd724d1b311e69736bcaec523183d',0
732895,158284094098,3,18.4799,-0.5284546,-4.4039993,0.72938466,8.963946,22.260975,-1.0061193,3222.5261,-2666.2788,b'5fd86f746947fad627677f79425b9f8f',b'f99cd724d1b311e69736bcaec523183d',0
732896,158284094098,3,19.319878,-0.48904246,-19.451021,0.7045298,8.957022,23.152706,-0.32429343,3221.5032,-2666.7407,b'8c929fb2439502e42584c4a049e41182',b'f99cd724d1b311e69736bcaec523183d',0
733349,158284137710,2,16.505707,0.38514394,0.91464686,0.67190063,8.8712,20.344212,-1.5421141,3224.172,-2666.0789,b'b6f1c5006b7c30a9e8c135ed23ae95e7',b'f99cd724d1b311e69736bcaec523183d',0
733356,158284137710,2,18.295237,0.4126467,-6.314144,0.68893677,8.892424,22.15017,-1.130611,3222.3198,-2666.0671,b'c20b1b9ee2fe714cbdcbc4f4e35afd1b',b'f99cd724d1b311e69736bcaec523183d',0
733686,158284170343,3,16.625195,-0.5243041,15.171421,0.7068082,8.943953,20.42042,-0.7661657,3223.668,-2666.722,b'4387a471cfb7c046a2f4401e3c744e64',b'f99cd724d1b311e69736bcaec523183d',0
733687,158284170343,3,18.269886,-0.49747837,-3.7608213,0.7595539,9.008869,22.095371,-0.42249554,3221.9587,-2666.6716,b'8524c437eae6e05f4549f0cdcddf9d19',b'f99cd724d1b311e69736bcaec523183d',0
733688,158284170343,3,20.507296,-0.49790716,-16.7998,0.6402299,8.889398,24.328012,-0.5687377,3219.8196,-2666.0164,b'841302fe7a2f91168788625910b14e77',b'f99cd724d1b311e69736bcaec523183d',0
734123,158284213344,2,18.106157,0.3773782,-7.7565002,0.68133825,8.865878,21.934858,-1.7641637,3222.0923,-2665.2874,b'b915110766838e9e32f95016dbde1c1f',b'f99cd724d1b311e69736bcaec523183d',0
734131,158284213344,2,16.58738,0.4113318,10.618526,0.64156514,8.831836,20.442257,-1.1122181,3223.3933,-2666.2673,b'92f7bfc4792336f1b87be5aefb8335b4',b'f99cd724d1b311e69736bcaec523183d',0
734132,158284213344,2,17.219883,0.43763167,3.442675,0.6221722,8.810391,21.079866,-0.67509973,3222.6719,-2666.5447,b'36e475e7c15b2ca611bbce7625362b8b',b'f99cd724d1b311e69736bcaec523183d',0
734309,158284246199,3,16.985985,-0.46241394,14.855471,0.7327826,8.9868555,20.840061,0.25138524,3222.4382,-2667.4077,b'870a80dbb8cb7942c9182b5605683bc3',b'f99cd724d1b311e69736bcaec523183d',0
734894,158284289355,2,16.786263,0.3852193,3.2933967,0.6288493,8.815375,20.624466,-1.5551643,3222.7366,-2665.5742,b'1764565307115e81a1211c83b5bb7a18',b'f99cd724d1b311e69736bcaec523183d',0
734902,158284289355,2,17.639881,0.4335526,-3.805905,0.6354167,8.824085,21.49982,-0.7464467,3221.6956,-2666.1548,b'67c27aeb7cfb1984355e6b9460f0eb96',b'f99cd724d1b311e69736bcaec523183d',0
735261,158284319900,3,16.772884,-0.54618865,12.839935,0.6654978,8.879474,20.531164,-1.144444,3222.491,-2665.9148,b'7591a319c46abf46219eb61e0e11a09c',b'f99cd724d1b311e69736bcaec523183d',0
735262,158284319900,3,20.653309,-0.5129812,-12.9536705,0.63652366,8.869955,24.452143,-0.888346,3218.6206,-2665.2366,b'f918b762317abdb2857f595e6a9766c9',b'f99cd724d1b311e69736bcaec523183d',0
735711,158284364180,2,17.639894,0.3647942,-4.5313425,0.6292591,8.795128,21.454962,-1.9582686,3221.449,-2664.7798,b'1012fd5d4988f1463e2323f6b2468182',b'f99cd724d1b311e69736bcaec523183d',0
735712,158284364180,2,19.582863,0.36315906,-12.099652,0.63567126,8.800847,23.39067,-2.128799,3219.6096,-2664.153,b'459966c24297aa384c3483948f25da35',b'f99cd724d1b311e69736bcaec523183d',0
735720,158284364180,2,16.625757,0.39781624,12.486877,0.6331742,8.808364,20.473522,-1.3377643,3222.2542,-2665.6162,b'57524fbbd37f72a4144a3c7f4179a975',b'f99cd724d1b311e69736bcaec523183d',0
736062,158284395466,3,16.638416,-0.54194224,17.805115,0.63837254,8.844396,20.405132,-1.0594158,3222.012,-2665.813,b'5e9421574a1efc0374679b0cf6f1b226',b'f99cd724d1b311e69736bcaec523183d',0
736063,158284395466,3,17.639908,-0.5349586,1.593998,0.6741504,8.884913,21.413607,-1.0427732,3221.0288,-2665.5876,b'60f45cd0e45365217f8fa4de867e0f8e',b'f99cd724d1b311e69736bcaec523183d',0
736064,158284395466,3,20.710722,-0.50680465,-13.908634,0.62020767,8.846014,24.51883,-0.765191,3217.9475,-2665.1133,b'b95105d2dc54f95d0046c7c2562359d5',b'f99cd724d1b311e69736bcaec523183d',0
736510,158284437382,2,19.675196,0.35134554,-12.439171,0.64138466,8.79657,23.46443,-2.367244,3219.029,-2663.6885,b'58ef5c7ecc3298a218380024065d4b83',b'f99cd724d1b311e69736bcaec523183d',0
736519,158284437382,2,16.699547,0.39929667,15.950909,0.62645084,8.797825,20.548187,-1.3158896,3221.6057,-2665.412,b'012483406dd55c70ae60c372eaef9b61',b'f99cd724d1b311e69736bcaec523183d',0
736520,158284437382,2,17.63988,0.4358402,-7.121732,0.6110483,8.782147,21.49988,-0.706094,3220.535,-2665.7744,b'db612ff77eaa82dded0ff98e53716fc7',b'f99cd724d1b311e69736bcaec523183d',0
736521,158284437382,2,18.479876,0.41737548,-11.808319,0.6406289,8.813231,22.336607,-1.0475895,3219.8052,-2665.2412,b'5828f8bb499fe948458798887296cccb',b'f99cd724d1b311e69736bcaec523183d',0
736747,158284471011,3,17.639883,-0.46890357,-5.3788934,0.660615,8.899065,21.490335,0.11968964,3220.083,-2666.4824,b'a25142d390cbe37cb3d08b20a36fb240',b'f99cd724d1b311e69736bcaec523183d',0
736857,158284471011,3,16.714464,-0.5388024,18.850754,0.6433319,8.853458,20.486221,-1.0152621,3221.3323,-2665.625,b'8ef95588cffc68e61297a320ac475a3c',b'f99cd724d1b311e69736bcaec523183d',0
736858,158284471011,3,18.234678,-0.5422025,-5.448395,0.63843566,8.84616,21.991941,-1.2329292,3219.9243,-2665.0486,b'43e8d9c232f1b94058f330ae3f749b85',b'f99cd724d1b311e69736bcaec523183d',0
736859,158284471011,3,18.8999,-0.53566533,-9.561134,0.6465088,8.8587675,22.666111,-1.1805477,3219.2576,-2664.936,b'333cbac6d9b79fbe234094607bdc734f',b'f99cd724d1b311e69736bcaec523183d',0
737345,158284513564,2,16.818142,0.38322014,8.807488,0.62223536,8.803959,20.654558,-1.5903653,3220.9949,-2664.9055,b'e7604b2dda39535cc9e5b01ab74f13c5',b'f99cd724d1b311e69736bcaec523183d',0
737347,158284513564,2,19.40341,0.33929157,-15.924318,0.62155706,8.783805,23.172398,-2.5771353,3218.7942,-2663.3335,b'3a63be46644490618910bcd3dab3b16a',b'f99cd724d1b311e69736bcaec523183d',0
737355,158284513564,2,17.639885,0.3921039,-0.8660507,0.61836445,8.802108,21.48275,-1.4773455,3220.164,-2664.8127,b'6e4f1c0cb6afcf157fd15ef704028586',b'f99cd724d1b311e69736bcaec523183d',0
737697,158284545775,3,16.86578,-0.5440334,21.94994,0.6368402,8.853756,20.627455,-1.1185253,3220.652,-2665.2761,b'c1ac74ff40ebe875a42c446a98b2302d',b'f99cd724d1b311e69736bcaec523183d',0
737698,158284545775,3,18.358992,-0.5337908,-3.129547,0.6030076,8.827017,22.131279,-1.0924814,3219.188,-2664.932,b'c75748fde51f14c5c91570c4d2bf8947',b'f99cd724d1b311e69736bcaec523183d',0
737699,158284545775,3,20.743866,-0.5057863,-15.466312,0.5895892,8.828587,24.553375,-0.74646324,3216.7551,-2664.672,b'bc03a7d084b0d870be04124849809d3c',b'f99cd724d1b311e69736bcaec523183d',0
738170,158284588072,2,16.799898,0.37012342,-1.4723289,0.58724755,8.7758,20.623253,-1.809032,3220.503,-2664.492,b'21d20dece591b891d62ac42f418b9427',b'f99cd724d1b311e69736bcaec523183d',0
738171,158284588072,2,17.300766,0.37370908,3.229248,0.59083027,8.780694,21.127012,-1.7801898,3220.0076,-2664.3953,b'12d98c7355dfeb280627bacc90bc787c',b'f99cd724d1b311e69736bcaec523183d',0
738178,158284588072,2,18.05988,0.40516645,-3.6562157,0.57100016,8.767852,21.911192,-1.2601132,3219.1191,-2664.7053,b'17e821bf871ddc84c1be43da6013e024',b'f99cd724d1b311e69736bcaec523183d',0
738499,158284618500,3,16.873955,-0.5494997,21.73661,0.60755545,8.828661,20.625385,-1.2110796,3220.1147,-2664.9807,b'503e8fe5aba8f010e19a004244cb9c45',b'f99cd724d1b311e69736bcaec523183d',0
738500,158284618500,3,18.479898,-0.5272567,-0.47830963,0.6159981,8.852173,22.263004,-0.984075,3218.4722,-2664.7932,b'50c2bfde22f0170a29b9626b46a32ab6',b'f99cd724d1b311e69736bcaec523183d',0
739011,158284661503,2,17.639894,0.36582813,1.2059662,0.5709893,8.76118,21.456253,-1.9400759,3219.1646,-2663.9446,b'690fe0c2c588cca1e300c9cd9ce591f4',b'f99cd724d1b311e69736bcaec523183d',0
739017,158284661503,2,16.89139,0.39741707,2.1172523,0.5832581,8.782025,20.738699,-1.3546915,3219.7126,-2664.6912,b'bff43fb9c64aa9fd9a5c2a42129a1afb',b'f99cd724d1b311e69736bcaec523183d',0
739018,158284661503,2,18.47988,0.3918902,-11.021805,0.57315856,8.771016,22.321754,-1.5183074,3218.2212,-2664.1362,b'a4cc68567bdf8cb9395e410bc457852b',b'f99cd724d1b311e69736bcaec523183d',0
739332,158284693858,3,16.913816,-0.5465557,19.742619,0.5928912,8.829492,20.670557,-1.1661124,3219.4785,-2664.7847,b'7d259134df9a2d955e879f35545e6598',b'f99cd724d1b311e69736bcaec523183d',0
739333,158284693858,3,18.059906,-0.54054314,2.9391747,0.57571393,8.816583,21.821306,-1.1846025,3218.3694,-2664.4768,b'586de0516ba619b17f039313a26cd856',b'f99cd724d1b311e69736bcaec523183d',0
739334,158284693858,3,18.2863,-0.5233723,-9.599533,0.89911747,9.150536,22.076548,-0.89568466,3218.0496,-2664.692,b'a83ed7ad0f490a5db90c1da4ceba943a',b'f99cd724d1b311e69736bcaec523183d',0
739847,158284735181,2,16.780106,0.4139115,4.6367035,0.53934383,8.749515,20.635944,-1.0737319,3219.1707,-2664.7605,b'559baf6b5d92b6b6a0ac279e978f85d4',b'f99cd724d1b311e69736bcaec523183d',0
739848,158284735181,2,17.639883,0.40266317,-2.1727333,0.53478706,8.7447,21.489973,-1.2912221,3218.3997,-2664.3333,b'2e5b6adbb5f0798fb7fd81dc43a2cc2b',b'f99cd724d1b311e69736bcaec523183d',0
739849,158284735181,2,18.743216,0.40303275,-9.684624,0.55128515,8.761223,22.592916,-1.3212783,3217.3406,-2664.024,b'e7c0ab61e7d3f0c279efa82b9d08bf10',b'f99cd724d1b311e69736bcaec523183d',0
740122,158284769326,3,17.026772,-0.55492026,21.7131,0.54742956,8.809328,20.766518,-1.3200586,3218.8567,-2664.381,b'fb7e4cae3e150ddb290f375cc3591486',b'f99cd724d1b311e69736bcaec523183d',0
740123,158284769326,3,18.059898,-0.52020085,1.2388725,0.53791815,8.821474,21.855917,-0.81886226,3217.6753,-2664.587,b'ae486235e9b92233447649b2bcb9b8c8',b'f99cd724d1b311e69736bcaec523183d',0
740124,158284769326,3,18.899902,-0.5380249,-2.4005775,0.5807701,8.854453,22.661623,-1.2249172,3217.0005,-2663.9883,b'2b0860923b4dabc3d764b6b020f59b73',b'f99cd724d1b311e69736bcaec523183d',0
740617,158284811403,2,17.045765,0.37950903,8.136758,0.49858513,8.721734,20.878395,-1.6655791,3218.521,-2663.8782,b'92ac5eeb579bb912e5c888521e7bf1a2',b'f99cd724d1b311e69736bcaec523183d',0
740843,158284843436,3,17.174866,-0.56516486,14.753136,0.4834933,8.76005,20.891796,-1.5122263,3218.2224,-2663.9163,b'01023a62b88b76d0e09dcaae66c813fd',b'f99cd724d1b311e69736bcaec523183d',0
740844,158284843436,3,17.445963,-0.556315,-3.2122922,0.9924226,9.27613,21.179844,-1.3939505,3217.9136,-2663.9556,b'd3be9432d4bb484186d179da09ee663e',b'f99cd724d1b311e69736bcaec523183d',0
740845,158284843436,3,18.059908,-0.5423854,2.7417107,0.46623236,8.759882,21.817806,-1.2176886,3217.2517,-2663.96,b'1184ee0bb138f76c707819971afba92c',b'f99cd724d1b311e69736bcaec523183d',0
740846,158284843436,3,18.899904,-0.5421803,-6.199688,0.5256392,8.819423,22.653463,-1.3030293,3216.467,-2663.6602,b'b7537cceb00f5f102794416d1f2591db',b'f99cd724d1b311e69736bcaec523183d',0
741346,158284886758,2,17.22703,0.35908613,0.52369237,0.4477682,8.687341,21.035854,-2.0268805,3217.89,-2663.235,b'd7a8b585cf00260add7bbe5c249c0eac',b'f99cd724d1b311e69736bcaec523183d',0
741352,158284886758,2,16.564108,0.39732456,-11.629955,0.4507091,8.69906,20.411602,-1.3435376,3218.3127,-2664.0586,b'96c450a7b92e5de6f4e279434fbf8505',b'f99cd724d1b311e69736bcaec523183d',0
741353,158284886758,2,17.168262,0.45340988,1.8365397,0.43288055,8.672294,21.025717,-0.4043049,3217.4734,-2664.8035,b'59e93c34746c38ca5aae7d66db684ae6',b'f99cd724d1b311e69736bcaec523183d',0
741617,158284917523,3,17.202316,-0.56173456,13.287365,0.41744354,8.720599,20.92652,-1.4572315,3217.613,-2663.713,b'676a08f3776e0a5cc3a65c0112663fcf',b'f99cd724d1b311e69736bcaec523183d',0
741618,158284917523,3,18.273035,-0.5307029,-2.7761116,0.41580382,8.739983,22.051155,-1.0279243,3216.415,-2663.8293,b'9375749360556a24e5ed2b0f4861f913',b'f99cd724d1b311e69736bcaec523183d',0
742093,158284961236,2,17.10702,0.3945151,9.182476,0.38356745,8.642334,20.95217,-1.4126526,3217.2493,-2663.5994,b'72a97dad013892be25bb512ece786746',b'f99cd724d1b311e69736bcaec523183d',0
742094,158284961236,2,17.87388,0.41742936,1.1441765,0.38306752,8.641963,21.730738,-1.0352283,3216.3982,-2663.7551,b'97204df0f3dbb4ddb6ff57e7b0d60aa5',b'f99cd724d1b311e69736bcaec523183d',0
742316,158284990804,3,17.072096,-0.5466248,8.836922,0.3287097,8.645526,20.82774,-1.1847467,3217.0842,-2663.756,b'ac5d52a036ffa11d037fbab30795a4e8',b'f99cd724d1b311e69736bcaec523183d',0
742317,158284990804,3,18.47991,-0.5499369,-0.17607117,0.34263793,8.657124,22.22009,-1.4009914,3215.8015,-2663.1733,b'595668a771b7f355aa16567868fc0abe',b'f99cd724d1b311e69736bcaec523183d',0
742786,158285032660,2,17.06175,0.39032927,13.45472,0.3049419,8.572678,20.903816,-1.4821161,3216.7678,-2663.3105,b'6eebd4a7a0727323f157e296d940f2b5',b'f99cd724d1b311e69736bcaec523183d',0
742787,158285032660,2,18.899881,0.37872925,-8.934803,0.30077302,8.566001,22.728695,-1.7853217,3215.0933,-2662.5242,b'33ebc9549d550d6d07d4c85ae9e73450',b'f99cd724d1b311e69736bcaec523183d',0
742796,158285032660,2,18.059881,0.4032221,-5.6471367,0.29799688,8.567216,21.91007,-1.2952101,3215.7485,-2663.2178,b'a97a2c911b518e9ca06a92395c2c5470',b'f99cd724d1b311e69736bcaec523183d',0
743018,158285063557,3,17.285212,-0.57214963,9.196463,0.28912663,8.585266,20.985254,-1.6461117,3216.4998,-2663.023,b'f279a890581bffe74c5835534c5908d9',b'f99cd724d1b311e69736bcaec523183d',0
743020,158285063557,3,18.479898,-0.5289649,-0.73343277,0.26259455,8.5906725,22.260101,-1.0155084,3215.1013,-2663.282,b'36398ad4ef1b98c1c8c8d518e34054d4',b'f99cd724d1b311e69736bcaec523183d',0
743021,158285063557,3,19.319902,-0.5426972,-13.887829,0.27038077,8.589984,23.070036,-1.35747,3214.4153,-2662.732,b'14528d7cfcfd4b64a40649c144a76700',b'f99cd724d1b311e69736bcaec523183d',0
743022,158285063557,3,20.900547,-0.4993692,-8.486011,0.7001962,9.041196,24.718597,-0.6235649,3212.6292,-2662.9885,b'd80c019669ca02a565b16095a2ae4c67',b'f99cd724d1b311e69736bcaec523183d',0
743478,158285106654,2,17.251274,0.38631332,7.275014,0.24763079,8.512325,21.089825,-1.5600048,3216.0486,-2662.935,b'bd6589b677dab7dafdfdd7113f20dd1d',b'f99cd724d1b311e69736bcaec523183d',0
743479,158285106654,2,21.936132,0.34561893,-16.643803,-1.8085865,6.441786,25.70623,-2.6839688,3211.9194,-2660.5845,b'60c34f68903e5f28b462fe7e2e3a64da',b'f99cd724d1b311e69736bcaec523183d',0
743490,158285106654,2,18.05988,0.40655673,-0.25510025,0.21959053,8.486313,21.911953,-1.2350167,3215.1687,-2663.0212,b'74e89e4072a9a531f15c4e859e031ea8',b'f99cd724d1b311e69736bcaec523183d',0
743491,158285106654,2,21.014416,0.42483678,-13.721783,0.18071362,8.446357,24.873064,-0.93848467,3212.2402,-2662.492,b'868dbcd51ccea8b18f490b525b03395d',b'f99cd724d1b311e69736bcaec523183d',0
743739,158285137401,3,17.240328,-0.55509496,15.163029,0.22753601,8.550556,20.978209,-1.3483865,3215.8655,-2663.0583,b'eb274f6b0cc6093e4cd51fbc698a6353',b'f99cd724d1b311e69736bcaec523183d',0
743740,158285137401,3,18.91686,-0.49597237,-12.371717,0.23758323,8.590596,22.742853,-0.43380898,3213.9167,-2663.4482,b'431be6b477910f79e1b1e330162b6c26',b'f99cd724d1b311e69736bcaec523183d',0
744182,158285181999,2,18.89988,0.3879052,-13.425552,0.22630608,8.508931,22.737856,-1.6121404,3213.9126,-2662.1482,b'7a9535cd1935bcf75674e36137bb08dc',b'f99cd724d1b311e69736bcaec523183d',0
744183,158285181999,2,20.159885,0.3544028,-12.741352,0.2424262,8.5152445,23.952505,-2.346896,3212.952,-2661.103,b'f31bcfd8c6d5ba9b04fcf1aed1299788',b'f99cd724d1b311e69736bcaec523183d',0
744184,158285181999,2,20.47199,0.3558153,-10.681591,0.2360078,8.509427,24.26591,-2.3435705,3212.65,-2661.0186,b'297ec9ab8015ce9d2643f274b4be7b94',b'f99cd724d1b311e69736bcaec523183d',0
744196,158285181999,2,17.030777,0.40134013,15.395607,0.17632757,8.460275,20.88044,-1.2933266,3215.607,-2662.9736,b'3b5ae59d8bce1893ed61ca7ca36b8c20',b'f99cd724d1b311e69736bcaec523183d',0
744197,158285181999,2,18.059877,0.43096185,-1.821949,0.14807679,8.429655,21.919632,-0.7943409,3214.4695,-2663.162,b'c70a117ff26d9d4227bf5bd6e6d3bbf8',b'f99cd724d1b311e69736bcaec523183d',0
744198,158285181999,2,21.835348,0.4037963,-15.449257,-5.531472,2.7525547,25.683897,-1.4071097,3211.0269,-2661.5212,b'4641b9212c83306e617a6dabb569d8e3',b'f99cd724d1b311e69736bcaec523183d',0
744464,158285210560,3,17.10336,-0.55175036,18.97187,0.16666986,8.513225,20.848911,-1.2753022,3215.4202,-2662.899,b'6240510c232807af4abe3eed19061985',b'f99cd724d1b311e69736bcaec523183d',0
744465,158285210560,3,18.479912,-0.55322474,-2.1692352,0.17729582,8.522774,22.213085,-1.4613445,3214.1633,-2662.3364,b'c7c41402ea4f79e28c39a4eecb13b503',b'f99cd724d1b311e69736bcaec523183d',0
744466,158285210560,3,20.841898,-0.50855225,-9.295856,0.80248255,9.172527,24.647068,-0.81080025,3211.6448,-2662.2761,b'a10e842ea935ec7882098d379c16b0e9',b'f99cd724d1b311e69736bcaec523183d',0
744905,158285255359,2,18.709084,0.36911762,-7.437333,0.19026707,8.505223,22.527021,-1.9538412,3213.6604,-2661.6104,b'ff61d34e96972196c00e4d7d420ccd24',b'f99cd724d1b311e69736bcaec523183d',0
744906,158285255359,2,20.714153,0.35008806,-14.234573,0.1393749,8.446592,24.497427,-2.4812362,3211.9207,-2660.5454,b'3d24a1e3ad50d83a273581dc29cdb265',b'f99cd724d1b311e69736bcaec523183d',0
744915,158285255359,2,17.093807,0.3941221,10.958797,0.13021636,8.450764,20.938688,-1.4188147,3215.0315,-2662.5742,b'1723bb586a26b83591073372f8449fd9',b'f99cd724d1b311e69736bcaec523183d',0
744916,158285255359,2,17.628319,0.43887994,-0.0321517,0.05670159,8.374268,21.488256,-0.65250456,3214.2869,-2663.153,b'ce07aa1637e9c389b68e93e8876aab0c',b'f99cd724d1b311e69736bcaec523183d',0
744917,158285255359,2,18.05988,0.4060717,0.8395653,0.10575402,8.427136,21.911692,-1.2437726,3214.0488,-2662.466,b'b2989b645176000685890ade001145bd',b'f99cd724d1b311e69736bcaec523183d',0
744918,158285255359,2,18.899876,0.39719814,-8.724644,0.15021987,8.471096,22.745514,-1.4366726,3213.304,-2662.0442,b'cb99eeb6140a51bab6e4697957f8fad1',b'f99cd724d1b311e69736bcaec523183d',0
745243,158285283893,3,18.852034,-0.5629369,-4.706635,0.15313599,8.515461,22.560358,-1.6865978,3213.3376,-2661.7612,b'42a5d3e454a0c8db215fe476a331eb97',b'f99cd724d1b311e69736bcaec523183d',0
745244,158285283893,3,21.09435,-0.5542301,-13.292213,0.86635184,9.235801,24.80709,-1.7881813,3211.2134,-2661.0225,b'becb4b0a6ef723b3540218e2d79ede0f',b'f99cd724d1b311e69736bcaec523183d',0
745248,158285283893,3,17.158667,-0.54654926,18.121628,0.0767719,8.45198,20.913925,-1.1930172,3214.7747,-2662.7043,b'1107e97cfd0914f41517e1eab4196bb5',b'f99cd724d1b311e69736bcaec523183d',0
745249,158285283893,3,18.402369,-0.5360313,-10.924362,0.33798167,8.720272,22.170376,-1.1377449,3213.5547,-2662.3984,b'c17cd02a99c9ac126b0658effab706fe',b'f99cd724d1b311e69736bcaec523183d',0
745709,158285330960,2,18.496399,0.3384838,-14.794737,-5.121579,3.2061677,22.26819,-2.5042589,3213.496,-2660.8872,b'efaa03eb00df55a89a8935faf7c5353b',b'f99cd724d1b311e69736bcaec523183d',0
745710,158285330960,2,18.867083,0.3747845,-9.788101,0.13395669,8.47825,22.691528,-1.857733,3212.9045,-2661.3845,b'db873e8e356f3007719074b685420422',b'f99cd724d1b311e69736bcaec523183d',0
745711,158285330960,2,20.736351,0.35734215,-10.100644,0.0814378,8.419151,24.531933,-2.3332334,3211.279,-2660.3994,b'c1ad2981a04950c845b0ab81d37a1a81',b'f99cd724d1b311e69736bcaec523183d',0
745723,158285330960,2,17.028585,0.39339194,14.036346,0.06308567,8.411598,20.872997,-1.4284945,3214.5227,-2662.319,b'911d18831e62fd63c2af5370e974e844',b'f99cd724d1b311e69736bcaec523183d',0
745724,158285330960,2,18.08975,0.42487004,1.5630913,-0.030418022,8.318652,21.948593,-0.9046921,3213.3418,-2662.5112,b'74920763b3a8f40ef842abff2f8476d9',b'f99cd724d1b311e69736bcaec523183d',0
745725,158285330960,2,21.538733,0.40027615,-14.696922,31.025372,39.374714,25.384848,-1.4732789,3210.2146,-2660.9775,b'8861ca873efa587d9ef3b3a9672f236b',b'f99cd724d1b311e69736bcaec523183d',0
746111,158285358149,3,19.45404,-0.58297664,-13.915171,0.5697225,8.950938,23.104296,-2.1490066,3212.3896,-2660.889,b'59d719583c8cd042d61648a86033f24b',b'f99cd724d1b311e69736bcaec523183d',0
746122,158285358149,3,17.143684,-0.5440899,15.142193,-0.018376349,8.396084,20.903635,-1.1494536,3214.2068,-2662.4827,b'37125bf837d48e86819a1b6bed4b5928',b'f99cd724d1b311e69736bcaec523183d',0
